,ID,Vehicles
0,20170701001,56.0
1,20170701011,55.0
2,20170701021,50.0
3,20170701031,45.0
4,20170701041,39.0
5,20170701051,34.0
6,20170701061,33.0
7,20170701071,37.0
8,20170701081,39.0
9,20170701091,42.0
10,20170701101,48.0
11,20170701111,54.0
12,20170701121,56.0
13,20170701131,55.0
14,20170701141,55.0
15,20170701151,55.0
16,20170701161,56.0
17,20170701171,55.0
18,20170701181,56.0
19,20170701191,60.0
20,20170701201,61.0
21,20170701211,61.0
22,20170701221,60.0
23,20170701231,60.0
24,20170702001,43.0
25,20170702011,43.0
26,20170702021,38.0
27,20170702031,37.0
28,20170702041,31.0
29,20170702051,28.0
30,20170702061,28.0
31,20170702071,31.0
32,20170702081,35.0
33,20170702091,40.0
34,20170702101,48.0
35,20170702111,52.0
36,20170702121,52.0
37,20170702131,52.0
38,20170702141,52.0
39,20170702151,51.0
40,20170702161,52.0
41,20170702171,53.0
42,20170702181,58.0
43,20170702191,62.0
44,20170702201,62.0
45,20170702211,62.0
46,20170702221,62.0
47,20170702231,63.0
48,20170703001,47.0
49,20170703011,47.0
50,20170703021,42.0
51,20170703031,39.0
52,20170703041,35.0
53,20170703051,35.0
54,20170703061,39.0
55,20170703071,46.0
56,20170703081,51.0
57,20170703091,61.0
58,20170703101,82.0
59,20170703111,88.0
60,20170703121,90.0
61,20170703131,90.0
62,20170703141,91.0
63,20170703151,91.0
64,20170703161,91.0
65,20170703171,93.0
66,20170703181,97.0
67,20170703191,101.0
68,20170703201,101.0
69,20170703211,99.0
70,20170703221,97.0
71,20170703231,97.0
72,20170704001,68.0
73,20170704011,68.0
74,20170704021,59.0
75,20170704031,51.0
76,20170704041,43.0
77,20170704051,42.0
78,20170704061,45.0
79,20170704071,49.0
80,20170704081,57.0
81,20170704091,64.0
82,20170704101,85.0
83,20170704111,102.0
84,20170704121,103.0
85,20170704131,104.0
86,20170704141,104.0
87,20170704151,104.0
88,20170704161,105.0
89,20170704171,107.0
90,20170704181,108.0
91,20170704191,110.0
92,20170704201,108.0
93,20170704211,103.0
94,20170704221,101.0
95,20170704231,101.0
96,20170705001,67.0
97,20170705011,67.0
98,20170705021,63.0
99,20170705031,52.0
100,20170705041,44.0
101,20170705051,43.0
102,20170705061,48.0
103,20170705071,51.0
104,20170705081,56.0
105,20170705091,64.0
106,20170705101,91.0
107,20170705111,107.0
108,20170705121,108.0
109,20170705131,108.0
110,20170705141,109.0
111,20170705151,109.0
112,20170705161,109.0
113,20170705171,109.0
114,20170705181,110.0
115,20170705191,110.0
116,20170705201,108.0
117,20170705211,101.0
118,20170705221,99.0
119,20170705231,99.0
120,20170706001,64.0
121,20170706011,64.0
122,20170706021,62.0
123,20170706031,50.0
124,20170706041,44.0
125,20170706051,43.0
126,20170706061,47.0
127,20170706071,50.0
128,20170706081,55.0
129,20170706091,63.0
130,20170706101,95.0
131,20170706111,107.0
132,20170706121,108.0
133,20170706131,109.0
134,20170706141,109.0
135,20170706151,109.0
136,20170706161,109.0
137,20170706171,109.0
138,20170706181,110.0
139,20170706191,110.0
140,20170706201,108.0
141,20170706211,101.0
142,20170706221,98.0
143,20170706231,98.0
144,20170707001,64.0
145,20170707011,64.0
146,20170707021,62.0
147,20170707031,49.0
148,20170707041,44.0
149,20170707051,44.0
150,20170707061,45.0
151,20170707071,50.0
152,20170707081,56.0
153,20170707091,63.0
154,20170707101,88.0
155,20170707111,97.0
156,20170707121,97.0
157,20170707131,97.0
158,20170707141,96.0
159,20170707151,96.0
160,20170707161,95.0
161,20170707171,94.0
162,20170707181,95.0
163,20170707191,95.0
164,20170707201,93.0
165,20170707211,87.0
166,20170707221,85.0
167,20170707231,85.0
168,20170708001,54.0
169,20170708011,54.0
170,20170708021,47.0
171,20170708031,40.0
172,20170708041,35.0
173,20170708051,33.0
174,20170708061,33.0
175,20170708071,35.0
176,20170708081,39.0
177,20170708091,43.0
178,20170708101,53.0
179,20170708111,55.0
180,20170708121,55.0
181,20170708131,55.0
182,20170708141,55.0
183,20170708151,55.0
184,20170708161,55.0
185,20170708171,55.0
186,20170708181,57.0
187,20170708191,62.0
188,20170708201,63.0
189,20170708211,62.0
190,20170708221,62.0
191,20170708231,62.0
192,20170709001,44.0
193,20170709011,44.0
194,20170709021,37.0
195,20170709031,31.0
196,20170709041,28.0
197,20170709051,28.0
198,20170709061,28.0
199,20170709071,31.0
200,20170709081,35.0
201,20170709091,43.0
202,20170709101,50.0
203,20170709111,52.0
204,20170709121,52.0
205,20170709131,52.0
206,20170709141,52.0
207,20170709151,51.0
208,20170709161,51.0
209,20170709171,53.0
210,20170709181,57.0
211,20170709191,63.0
212,20170709201,65.0
213,20170709211,65.0
214,20170709221,64.0
215,20170709231,64.0
216,20170710001,48.0
217,20170710011,48.0
218,20170710021,41.0
219,20170710031,36.0
220,20170710041,34.0
221,20170710051,35.0
222,20170710061,40.0
223,20170710071,47.0
224,20170710081,53.0
225,20170710091,69.0
226,20170710101,82.0
227,20170710111,87.0
228,20170710121,88.0
229,20170710131,89.0
230,20170710141,90.0
231,20170710151,90.0
232,20170710161,91.0
233,20170710171,96.0
234,20170710181,100.0
235,20170710191,107.0
236,20170710201,106.0
237,20170710211,102.0
238,20170710221,99.0
239,20170710231,99.0
240,20170711001,70.0
241,20170711011,70.0
242,20170711021,57.0
243,20170711031,48.0
244,20170711041,43.0
245,20170711051,42.0
246,20170711061,45.0
247,20170711071,50.0
248,20170711081,57.0
249,20170711091,67.0
250,20170711101,85.0
251,20170711111,101.0
252,20170711121,102.0
253,20170711131,104.0
254,20170711141,104.0
255,20170711151,104.0
256,20170711161,105.0
257,20170711171,102.0
258,20170711181,107.0
259,20170711191,110.0
260,20170711201,108.0
261,20170711211,101.0
262,20170711221,99.0
263,20170711231,99.0
264,20170712001,67.0
265,20170712011,67.0
266,20170712021,56.0
267,20170712031,49.0
268,20170712041,44.0
269,20170712051,43.0
270,20170712061,46.0
271,20170712071,51.0
272,20170712081,56.0
273,20170712091,63.0
274,20170712101,89.0
275,20170712111,105.0
276,20170712121,107.0
277,20170712131,107.0
278,20170712141,107.0
279,20170712151,107.0
280,20170712161,107.0
281,20170712171,106.0
282,20170712181,109.0
283,20170712191,109.0
284,20170712201,107.0
285,20170712211,100.0
286,20170712221,96.0
287,20170712231,96.0
288,20170713001,65.0
289,20170713011,65.0
290,20170713021,55.0
291,20170713031,48.0
292,20170713041,44.0
293,20170713051,44.0
294,20170713061,45.0
295,20170713071,50.0
296,20170713081,55.0
297,20170713091,63.0
298,20170713101,94.0
299,20170713111,106.0
300,20170713121,108.0
301,20170713131,109.0
302,20170713141,109.0
303,20170713151,109.0
304,20170713161,109.0
305,20170713171,108.0
306,20170713181,110.0
307,20170713191,109.0
308,20170713201,108.0
309,20170713211,99.0
310,20170713221,96.0
311,20170713231,96.0
312,20170714001,63.0
313,20170714011,63.0
314,20170714021,57.0
315,20170714031,48.0
316,20170714041,43.0
317,20170714051,43.0
318,20170714061,43.0
319,20170714071,49.0
320,20170714081,56.0
321,20170714091,59.0
322,20170714101,89.0
323,20170714111,96.0
324,20170714121,97.0
325,20170714131,97.0
326,20170714141,97.0
327,20170714151,97.0
328,20170714161,96.0
329,20170714171,95.0
330,20170714181,95.0
331,20170714191,96.0
332,20170714201,94.0
333,20170714211,87.0
334,20170714221,84.0
335,20170714231,84.0
336,20170715001,53.0
337,20170715011,53.0
338,20170715021,47.0
339,20170715031,40.0
340,20170715041,34.0
341,20170715051,32.0
342,20170715061,31.0
343,20170715071,35.0
344,20170715081,40.0
345,20170715091,41.0
346,20170715101,53.0
347,20170715111,55.0
348,20170715121,55.0
349,20170715131,55.0
350,20170715141,55.0
351,20170715151,55.0
352,20170715161,55.0
353,20170715171,55.0
354,20170715181,57.0
355,20170715191,62.0
356,20170715201,63.0
357,20170715211,61.0
358,20170715221,61.0
359,20170715231,61.0
360,20170716001,44.0
361,20170716011,44.0
362,20170716021,38.0
363,20170716031,31.0
364,20170716041,28.0
365,20170716051,27.0
366,20170716061,28.0
367,20170716071,31.0
368,20170716081,34.0
369,20170716091,41.0
370,20170716101,49.0
371,20170716111,51.0
372,20170716121,51.0
373,20170716131,51.0
374,20170716141,51.0
375,20170716151,51.0
376,20170716161,51.0
377,20170716171,52.0
378,20170716181,56.0
379,20170716191,59.0
380,20170716201,59.0
381,20170716211,60.0
382,20170716221,60.0
383,20170716231,60.0
384,20170717001,47.0
385,20170717011,47.0
386,20170717021,42.0
387,20170717031,35.0
388,20170717041,34.0
389,20170717051,35.0
390,20170717061,40.0
391,20170717071,47.0
392,20170717081,53.0
393,20170717091,68.0
394,20170717101,82.0
395,20170717111,87.0
396,20170717121,88.0
397,20170717131,89.0
398,20170717141,89.0
399,20170717151,90.0
400,20170717161,91.0
401,20170717171,95.0
402,20170717181,99.0
403,20170717191,102.0
404,20170717201,102.0
405,20170717211,99.0
406,20170717221,97.0
407,20170717231,97.0
408,20170718001,69.0
409,20170718011,69.0
410,20170718021,61.0
411,20170718031,47.0
412,20170718041,44.0
413,20170718051,43.0
414,20170718061,45.0
415,20170718071,50.0
416,20170718081,56.0
417,20170718091,68.0
418,20170718101,84.0
419,20170718111,101.0
420,20170718121,103.0
421,20170718131,103.0
422,20170718141,104.0
423,20170718151,104.0
424,20170718161,105.0
425,20170718171,101.0
426,20170718181,106.0
427,20170718191,108.0
428,20170718201,107.0
429,20170718211,101.0
430,20170718221,99.0
431,20170718231,99.0
432,20170719001,69.0
433,20170719011,69.0
434,20170719021,60.0
435,20170719031,48.0
436,20170719041,43.0
437,20170719051,43.0
438,20170719061,45.0
439,20170719071,51.0
440,20170719081,56.0
441,20170719091,65.0
442,20170719101,86.0
443,20170719111,104.0
444,20170719121,107.0
445,20170719131,107.0
446,20170719141,107.0
447,20170719151,107.0
448,20170719161,107.0
449,20170719171,105.0
450,20170719181,109.0
451,20170719191,109.0
452,20170719201,107.0
453,20170719211,100.0
454,20170719221,96.0
455,20170719231,96.0
456,20170720001,67.0
457,20170720011,67.0
458,20170720021,59.0
459,20170720031,48.0
460,20170720041,43.0
461,20170720051,42.0
462,20170720061,44.0
463,20170720071,50.0
464,20170720081,56.0
465,20170720091,63.0
466,20170720101,92.0
467,20170720111,106.0
468,20170720121,108.0
469,20170720131,109.0
470,20170720141,109.0
471,20170720151,109.0
472,20170720161,109.0
473,20170720171,108.0
474,20170720181,110.0
475,20170720191,110.0
476,20170720201,108.0
477,20170720211,100.0
478,20170720221,96.0
479,20170720231,96.0
480,20170721001,66.0
481,20170721011,66.0
482,20170721021,59.0
483,20170721031,48.0
484,20170721041,43.0
485,20170721051,41.0
486,20170721061,43.0
487,20170721071,50.0
488,20170721081,56.0
489,20170721091,61.0
490,20170721101,84.0
491,20170721111,92.0
492,20170721121,92.0
493,20170721131,92.0
494,20170721141,91.0
495,20170721151,89.0
496,20170721161,88.0
497,20170721171,88.0
498,20170721181,89.0
499,20170721191,89.0
500,20170721201,88.0
501,20170721211,83.0
502,20170721221,82.0
503,20170721231,82.0
504,20170722001,55.0
505,20170722011,55.0
506,20170722021,47.0
507,20170722031,40.0
508,20170722041,35.0
509,20170722051,33.0
510,20170722061,32.0
511,20170722071,36.0
512,20170722081,39.0
513,20170722091,44.0
514,20170722101,51.0
515,20170722111,54.0
516,20170722121,54.0
517,20170722131,54.0
518,20170722141,54.0
519,20170722151,55.0
520,20170722161,55.0
521,20170722171,55.0
522,20170722181,57.0
523,20170722191,62.0
524,20170722201,63.0
525,20170722211,62.0
526,20170722221,62.0
527,20170722231,62.0
528,20170723001,44.0
529,20170723011,44.0
530,20170723021,38.0
531,20170723031,31.0
532,20170723041,29.0
533,20170723051,28.0
534,20170723061,28.0
535,20170723071,32.0
536,20170723081,35.0
537,20170723091,42.0
538,20170723101,49.0
539,20170723111,54.0
540,20170723121,56.0
541,20170723131,56.0
542,20170723141,55.0
543,20170723151,55.0
544,20170723161,55.0
545,20170723171,55.0
546,20170723181,58.0
547,20170723191,61.0
548,20170723201,62.0
549,20170723211,62.0
550,20170723221,61.0
551,20170723231,61.0
552,20170724001,48.0
553,20170724011,48.0
554,20170724021,42.0
555,20170724031,36.0
556,20170724041,35.0
557,20170724051,35.0
558,20170724061,40.0
559,20170724071,48.0
560,20170724081,54.0
561,20170724091,69.0
562,20170724101,83.0
563,20170724111,87.0
564,20170724121,88.0
565,20170724131,89.0
566,20170724141,89.0
567,20170724151,90.0
568,20170724161,92.0
569,20170724171,95.0
570,20170724181,99.0
571,20170724191,105.0
572,20170724201,106.0
573,20170724211,101.0
574,20170724221,99.0
575,20170724231,99.0
576,20170725001,69.0
577,20170725011,69.0
578,20170725021,61.0
579,20170725031,47.0
580,20170725041,44.0
581,20170725051,43.0
582,20170725061,45.0
583,20170725071,52.0
584,20170725081,56.0
585,20170725091,69.0
586,20170725101,85.0
587,20170725111,102.0
588,20170725121,104.0
589,20170725131,105.0
590,20170725141,105.0
591,20170725151,105.0
592,20170725161,106.0
593,20170725171,101.0
594,20170725181,107.0
595,20170725191,109.0
596,20170725201,108.0
597,20170725211,102.0
598,20170725221,100.0
599,20170725231,100.0
600,20170726001,68.0
601,20170726011,68.0
602,20170726021,60.0
603,20170726031,47.0
604,20170726041,43.0
605,20170726051,43.0
606,20170726061,45.0
607,20170726071,52.0
608,20170726081,56.0
609,20170726091,68.0
610,20170726101,89.0
611,20170726111,105.0
612,20170726121,107.0
613,20170726131,108.0
614,20170726141,108.0
615,20170726151,108.0
616,20170726161,108.0
617,20170726171,107.0
618,20170726181,110.0
619,20170726191,110.0
620,20170726201,108.0
621,20170726211,101.0
622,20170726221,99.0
623,20170726231,99.0
624,20170727001,66.0
625,20170727011,66.0
626,20170727021,59.0
627,20170727031,48.0
628,20170727041,44.0
629,20170727051,44.0
630,20170727061,45.0
631,20170727071,51.0
632,20170727081,57.0
633,20170727091,63.0
634,20170727101,95.0
635,20170727111,106.0
636,20170727121,108.0
637,20170727131,109.0
638,20170727141,109.0
639,20170727151,109.0
640,20170727161,109.0
641,20170727171,109.0
642,20170727181,110.0
643,20170727191,110.0
644,20170727201,108.0
645,20170727211,101.0
646,20170727221,98.0
647,20170727231,98.0
648,20170728001,65.0
649,20170728011,65.0
650,20170728021,59.0
651,20170728031,49.0
652,20170728041,44.0
653,20170728051,43.0
654,20170728061,43.0
655,20170728071,51.0
656,20170728081,55.0
657,20170728091,61.0
658,20170728101,85.0
659,20170728111,92.0
660,20170728121,92.0
661,20170728131,92.0
662,20170728141,91.0
663,20170728151,90.0
664,20170728161,88.0
665,20170728171,88.0
666,20170728181,89.0
667,20170728191,90.0
668,20170728201,88.0
669,20170728211,83.0
670,20170728221,81.0
671,20170728231,81.0
672,20170729001,53.0
673,20170729011,53.0
674,20170729021,48.0
675,20170729031,40.0
676,20170729041,36.0
677,20170729051,33.0
678,20170729061,33.0
679,20170729071,38.0
680,20170729081,40.0
681,20170729091,45.0
682,20170729101,58.0
683,20170729111,60.0
684,20170729121,61.0
685,20170729131,60.0
686,20170729141,59.0
687,20170729151,58.0
688,20170729161,58.0
689,20170729171,59.0
