,ID,Vehicles
0,20170701001,56.0
1,20170701011,55.0
2,20170701021,50.0
3,20170701031,44.0
4,20170701041,39.0
5,20170701051,34.0
6,20170701061,33.0
7,20170701071,36.0
8,20170701081,39.0
9,20170701091,44.0
10,20170701101,49.0
11,20170701111,55.0
12,20170701121,56.0
13,20170701131,56.0
14,20170701141,57.0
15,20170701151,57.0
16,20170701161,57.0
17,20170701171,57.0
18,20170701181,57.0
19,20170701191,61.0
20,20170701201,61.0
21,20170701211,61.0
22,20170701221,61.0
23,20170701231,61.0
24,20170702001,44.0
25,20170702011,43.0
26,20170702021,38.0
27,20170702031,37.0
28,20170702041,33.0
29,20170702051,29.0
30,20170702061,29.0
31,20170702071,32.0
32,20170702081,36.0
33,20170702091,42.0
34,20170702101,49.0
35,20170702111,52.0
36,20170702121,52.0
37,20170702131,52.0
38,20170702141,52.0
39,20170702151,52.0
40,20170702161,52.0
41,20170702171,53.0
42,20170702181,57.0
43,20170702191,64.0
44,20170702201,64.0
45,20170702211,64.0
46,20170702221,64.0
47,20170702231,63.0
48,20170703001,48.0
49,20170703011,48.0
50,20170703021,42.0
51,20170703031,39.0
52,20170703041,37.0
53,20170703051,35.0
54,20170703061,40.0
55,20170703071,47.0
56,20170703081,53.0
57,20170703091,63.0
58,20170703101,82.0
59,20170703111,90.0
60,20170703121,92.0
61,20170703131,93.0
62,20170703141,93.0
63,20170703151,93.0
64,20170703161,93.0
65,20170703171,95.0
66,20170703181,96.0
67,20170703191,98.0
68,20170703201,98.0
69,20170703211,97.0
70,20170703221,96.0
71,20170703231,96.0
72,20170704001,65.0
73,20170704011,65.0
74,20170704021,60.0
75,20170704031,48.0
76,20170704041,44.0
77,20170704051,42.0
78,20170704061,45.0
79,20170704071,53.0
80,20170704081,57.0
81,20170704091,64.0
82,20170704101,93.0
83,20170704111,104.0
84,20170704121,105.0
85,20170704131,106.0
86,20170704141,106.0
87,20170704151,106.0
88,20170704161,106.0
89,20170704171,104.0
90,20170704181,105.0
91,20170704191,107.0
92,20170704201,107.0
93,20170704211,101.0
94,20170704221,100.0
95,20170704231,100.0
96,20170705001,64.0
97,20170705011,64.0
98,20170705021,61.0
99,20170705031,48.0
100,20170705041,43.0
101,20170705051,42.0
102,20170705061,44.0
103,20170705071,54.0
104,20170705081,56.0
105,20170705091,63.0
106,20170705101,97.0
107,20170705111,108.0
108,20170705121,108.0
109,20170705131,108.0
110,20170705141,108.0
111,20170705151,108.0
112,20170705161,108.0
113,20170705171,108.0
114,20170705181,108.0
115,20170705191,108.0
116,20170705201,108.0
117,20170705211,101.0
118,20170705221,99.0
119,20170705231,99.0
120,20170706001,63.0
121,20170706011,63.0
122,20170706021,61.0
123,20170706031,48.0
124,20170706041,43.0
125,20170706051,42.0
126,20170706061,44.0
127,20170706071,54.0
128,20170706081,56.0
129,20170706091,63.0
130,20170706101,101.0
131,20170706111,108.0
132,20170706121,108.0
133,20170706131,108.0
134,20170706141,108.0
135,20170706151,108.0
136,20170706161,108.0
137,20170706171,108.0
138,20170706181,108.0
139,20170706191,108.0
140,20170706201,108.0
141,20170706211,101.0
142,20170706221,99.0
143,20170706231,99.0
144,20170707001,62.0
145,20170707011,62.0
146,20170707021,61.0
147,20170707031,48.0
148,20170707041,43.0
149,20170707051,42.0
150,20170707061,44.0
151,20170707071,54.0
152,20170707081,55.0
153,20170707091,62.0
154,20170707101,93.0
155,20170707111,95.0
156,20170707121,95.0
157,20170707131,95.0
158,20170707141,95.0
159,20170707151,94.0
160,20170707161,94.0
161,20170707171,94.0
162,20170707181,94.0
163,20170707191,94.0
164,20170707201,93.0
165,20170707211,87.0
166,20170707221,83.0
167,20170707231,83.0
168,20170708001,52.0
169,20170708011,52.0
170,20170708021,47.0
171,20170708031,39.0
172,20170708041,35.0
173,20170708051,33.0
174,20170708061,33.0
175,20170708071,40.0
176,20170708081,41.0
177,20170708091,47.0
178,20170708101,55.0
179,20170708111,56.0
180,20170708121,56.0
181,20170708131,56.0
182,20170708141,56.0
183,20170708151,56.0
184,20170708161,56.0
185,20170708171,56.0
186,20170708181,57.0
187,20170708191,62.0
188,20170708201,62.0
189,20170708211,62.0
190,20170708221,62.0
191,20170708231,62.0
192,20170709001,43.0
193,20170709011,43.0
194,20170709021,38.0
195,20170709031,33.0
196,20170709041,29.0
197,20170709051,29.0
198,20170709061,29.0
199,20170709071,32.0
200,20170709081,36.0
201,20170709091,40.0
202,20170709101,51.0
203,20170709111,52.0
204,20170709121,52.0
205,20170709131,52.0
206,20170709141,52.0
207,20170709151,52.0
208,20170709161,52.0
209,20170709171,53.0
210,20170709181,57.0
211,20170709191,63.0
212,20170709201,64.0
213,20170709211,64.0
214,20170709221,63.0
215,20170709231,63.0
216,20170710001,46.0
217,20170710011,46.0
218,20170710021,42.0
219,20170710031,37.0
220,20170710041,35.0
221,20170710051,35.0
222,20170710061,40.0
223,20170710071,47.0
224,20170710081,54.0
225,20170710091,67.0
226,20170710101,81.0
227,20170710111,91.0
228,20170710121,93.0
229,20170710131,94.0
230,20170710141,94.0
231,20170710151,94.0
232,20170710161,94.0
233,20170710171,97.0
234,20170710181,98.0
235,20170710191,101.0
236,20170710201,101.0
237,20170710211,99.0
238,20170710221,98.0
239,20170710231,98.0
240,20170711001,64.0
241,20170711011,64.0
242,20170711021,59.0
243,20170711031,47.0
244,20170711041,42.0
245,20170711051,42.0
246,20170711061,45.0
247,20170711071,53.0
248,20170711081,57.0
249,20170711091,69.0
250,20170711101,92.0
251,20170711111,104.0
252,20170711121,103.0
253,20170711131,102.0
254,20170711141,102.0
255,20170711151,102.0
256,20170711161,101.0
257,20170711171,104.0
258,20170711181,106.0
259,20170711191,107.0
260,20170711201,106.0
261,20170711211,100.0
262,20170711221,98.0
263,20170711231,98.0
264,20170712001,63.0
265,20170712011,63.0
266,20170712021,60.0
267,20170712031,48.0
268,20170712041,42.0
269,20170712051,42.0
270,20170712061,44.0
271,20170712071,54.0
272,20170712081,57.0
273,20170712091,71.0
274,20170712101,94.0
275,20170712111,106.0
276,20170712121,107.0
277,20170712131,107.0
278,20170712141,107.0
279,20170712151,107.0
280,20170712161,107.0
281,20170712171,107.0
282,20170712181,107.0
283,20170712191,107.0
284,20170712201,107.0
285,20170712211,100.0
286,20170712221,98.0
287,20170712231,98.0
288,20170713001,63.0
289,20170713011,63.0
290,20170713021,61.0
291,20170713031,48.0
292,20170713041,42.0
293,20170713051,42.0
294,20170713061,44.0
295,20170713071,54.0
296,20170713081,56.0
297,20170713091,72.0
298,20170713101,97.0
299,20170713111,107.0
300,20170713121,107.0
301,20170713131,107.0
302,20170713141,107.0
303,20170713151,107.0
304,20170713161,107.0
305,20170713171,107.0
306,20170713181,107.0
307,20170713191,107.0
308,20170713201,107.0
309,20170713211,100.0
310,20170713221,97.0
311,20170713231,97.0
312,20170714001,62.0
313,20170714011,62.0
314,20170714021,61.0
315,20170714031,48.0
316,20170714041,42.0
317,20170714051,42.0
318,20170714061,43.0
319,20170714071,54.0
320,20170714081,55.0
321,20170714091,68.0
322,20170714101,90.0
323,20170714111,95.0
324,20170714121,95.0
325,20170714131,95.0
326,20170714141,95.0
327,20170714151,95.0
328,20170714161,94.0
329,20170714171,94.0
330,20170714181,94.0
331,20170714191,94.0
332,20170714201,93.0
333,20170714211,87.0
334,20170714221,82.0
335,20170714231,82.0
336,20170715001,53.0
337,20170715011,53.0
338,20170715021,48.0
339,20170715031,39.0
340,20170715041,35.0
341,20170715051,33.0
342,20170715061,33.0
343,20170715071,40.0
344,20170715081,41.0
345,20170715091,48.0
346,20170715101,54.0
347,20170715111,56.0
348,20170715121,56.0
349,20170715131,56.0
350,20170715141,56.0
351,20170715151,56.0
352,20170715161,56.0
353,20170715171,56.0
354,20170715181,57.0
355,20170715191,62.0
356,20170715201,62.0
357,20170715211,62.0
358,20170715221,61.0
359,20170715231,61.0
360,20170716001,43.0
361,20170716011,43.0
362,20170716021,38.0
363,20170716031,33.0
364,20170716041,29.0
365,20170716051,29.0
366,20170716061,29.0
367,20170716071,32.0
368,20170716081,36.0
369,20170716091,39.0
370,20170716101,51.0
371,20170716111,52.0
372,20170716121,52.0
373,20170716131,52.0
374,20170716141,52.0
375,20170716151,52.0
376,20170716161,52.0
377,20170716171,53.0
378,20170716181,57.0
379,20170716191,62.0
380,20170716201,62.0
381,20170716211,62.0
382,20170716221,62.0
383,20170716231,62.0
384,20170717001,47.0
385,20170717011,47.0
386,20170717021,42.0
387,20170717031,37.0
388,20170717041,35.0
389,20170717051,35.0
390,20170717061,40.0
391,20170717071,47.0
392,20170717081,54.0
393,20170717091,67.0
394,20170717101,81.0
395,20170717111,91.0
396,20170717121,93.0
397,20170717131,94.0
398,20170717141,94.0
399,20170717151,94.0
400,20170717161,95.0
401,20170717171,97.0
402,20170717181,98.0
403,20170717191,101.0
404,20170717201,100.0
405,20170717211,98.0
406,20170717221,97.0
407,20170717231,97.0
408,20170718001,65.0
409,20170718011,65.0
410,20170718021,60.0
411,20170718031,47.0
412,20170718041,42.0
413,20170718051,42.0
414,20170718061,45.0
415,20170718071,53.0
416,20170718081,57.0
417,20170718091,67.0
418,20170718101,92.0
419,20170718111,104.0
420,20170718121,103.0
421,20170718131,102.0
422,20170718141,102.0
423,20170718151,102.0
424,20170718161,101.0
425,20170718171,104.0
426,20170718181,106.0
427,20170718191,106.0
428,20170718201,106.0
429,20170718211,100.0
430,20170718221,99.0
431,20170718231,99.0
432,20170719001,63.0
433,20170719011,63.0
434,20170719021,61.0
435,20170719031,48.0
436,20170719041,42.0
437,20170719051,42.0
438,20170719061,44.0
439,20170719071,54.0
440,20170719081,57.0
441,20170719091,70.0
442,20170719101,94.0
443,20170719111,106.0
444,20170719121,107.0
445,20170719131,107.0
446,20170719141,107.0
447,20170719151,107.0
448,20170719161,107.0
449,20170719171,107.0
450,20170719181,107.0
451,20170719191,107.0
452,20170719201,106.0
453,20170719211,100.0
454,20170719221,98.0
455,20170719231,98.0
456,20170720001,63.0
457,20170720011,63.0
458,20170720021,61.0
459,20170720031,48.0
460,20170720041,42.0
461,20170720051,42.0
462,20170720061,44.0
463,20170720071,54.0
464,20170720081,56.0
465,20170720091,72.0
466,20170720101,97.0
467,20170720111,107.0
468,20170720121,107.0
469,20170720131,107.0
470,20170720141,107.0
471,20170720151,107.0
472,20170720161,107.0
473,20170720171,107.0
474,20170720181,107.0
475,20170720191,107.0
476,20170720201,107.0
477,20170720211,100.0
478,20170720221,98.0
479,20170720231,98.0
480,20170721001,62.0
481,20170721011,62.0
482,20170721021,61.0
483,20170721031,48.0
484,20170721041,41.0
485,20170721051,41.0
486,20170721061,43.0
487,20170721071,54.0
488,20170721081,55.0
489,20170721091,68.0
490,20170721101,86.0
491,20170721111,92.0
492,20170721121,92.0
493,20170721131,92.0
494,20170721141,91.0
495,20170721151,90.0
496,20170721161,89.0
497,20170721171,89.0
498,20170721181,89.0
499,20170721191,89.0
500,20170721201,89.0
501,20170721211,84.0
502,20170721221,81.0
503,20170721231,81.0
504,20170722001,53.0
505,20170722011,53.0
506,20170722021,48.0
507,20170722031,39.0
508,20170722041,34.0
509,20170722051,33.0
510,20170722061,33.0
511,20170722071,40.0
512,20170722081,41.0
513,20170722091,49.0
514,20170722101,53.0
515,20170722111,56.0
516,20170722121,56.0
517,20170722131,56.0
518,20170722141,56.0
519,20170722151,56.0
520,20170722161,56.0
521,20170722171,56.0
522,20170722181,57.0
523,20170722191,62.0
524,20170722201,62.0
525,20170722211,62.0
526,20170722221,61.0
527,20170722231,61.0
528,20170723001,43.0
529,20170723011,43.0
530,20170723021,38.0
531,20170723031,33.0
532,20170723041,29.0
533,20170723051,29.0
534,20170723061,29.0
535,20170723071,33.0
536,20170723081,36.0
537,20170723091,39.0
538,20170723101,51.0
539,20170723111,52.0
540,20170723121,53.0
541,20170723131,53.0
542,20170723141,53.0
543,20170723151,53.0
544,20170723161,53.0
545,20170723171,53.0
546,20170723181,57.0
547,20170723191,62.0
548,20170723201,62.0
549,20170723211,62.0
550,20170723221,62.0
551,20170723231,62.0
552,20170724001,47.0
553,20170724011,47.0
554,20170724021,42.0
555,20170724031,37.0
556,20170724041,35.0
557,20170724051,35.0
558,20170724061,40.0
559,20170724071,47.0
560,20170724081,54.0
561,20170724091,67.0
562,20170724101,81.0
563,20170724111,91.0
564,20170724121,93.0
565,20170724131,94.0
566,20170724141,94.0
567,20170724151,94.0
568,20170724161,95.0
569,20170724171,97.0
570,20170724181,99.0
571,20170724191,101.0
572,20170724201,101.0
573,20170724211,100.0
574,20170724221,98.0
575,20170724231,98.0
576,20170725001,65.0
577,20170725011,65.0
578,20170725021,61.0
579,20170725031,47.0
580,20170725041,42.0
581,20170725051,42.0
582,20170725061,45.0
583,20170725071,53.0
584,20170725081,57.0
585,20170725091,71.0
586,20170725101,93.0
587,20170725111,105.0
588,20170725121,103.0
589,20170725131,103.0
590,20170725141,103.0
591,20170725151,102.0
592,20170725161,102.0
593,20170725171,104.0
594,20170725181,106.0
595,20170725191,107.0
596,20170725201,106.0
597,20170725211,101.0
598,20170725221,100.0
599,20170725231,100.0
600,20170726001,63.0
601,20170726011,63.0
602,20170726021,61.0
603,20170726031,48.0
604,20170726041,42.0
605,20170726051,42.0
606,20170726061,44.0
607,20170726071,54.0
608,20170726081,57.0
609,20170726091,72.0
610,20170726101,94.0
611,20170726111,107.0
612,20170726121,107.0
613,20170726131,107.0
614,20170726141,107.0
615,20170726151,107.0
616,20170726161,107.0
617,20170726171,107.0
618,20170726181,107.0
619,20170726191,107.0
620,20170726201,107.0
621,20170726211,101.0
622,20170726221,99.0
623,20170726231,99.0
624,20170727001,63.0
625,20170727011,63.0
626,20170727021,62.0
627,20170727031,48.0
628,20170727041,42.0
629,20170727051,42.0
630,20170727061,44.0
631,20170727071,54.0
632,20170727081,56.0
633,20170727091,73.0
634,20170727101,96.0
635,20170727111,107.0
636,20170727121,107.0
637,20170727131,107.0
638,20170727141,107.0
639,20170727151,107.0
640,20170727161,107.0
641,20170727171,107.0
642,20170727181,107.0
643,20170727191,107.0
644,20170727201,107.0
645,20170727211,101.0
646,20170727221,100.0
647,20170727231,100.0
648,20170728001,62.0
649,20170728011,62.0
650,20170728021,62.0
651,20170728031,48.0
652,20170728041,41.0
653,20170728051,41.0
654,20170728061,44.0
655,20170728071,55.0
656,20170728081,56.0
657,20170728091,69.0
658,20170728101,86.0
659,20170728111,92.0
660,20170728121,92.0
661,20170728131,91.0
662,20170728141,90.0
663,20170728151,90.0
664,20170728161,89.0
665,20170728171,89.0
666,20170728181,89.0
667,20170728191,89.0
668,20170728201,89.0
669,20170728211,83.0
670,20170728221,81.0
671,20170728231,81.0
672,20170729001,52.0
673,20170729011,52.0
674,20170729021,48.0
675,20170729031,39.0
676,20170729041,34.0
677,20170729051,33.0
678,20170729061,33.0
679,20170729071,40.0
680,20170729081,41.0
681,20170729091,49.0
682,20170729101,58.0
683,20170729111,59.0
684,20170729121,59.0
685,20170729131,59.0
686,20170729141,59.0
687,20170729151,59.0
688,20170729161,58.0
689,20170729171,59.0
